Ref,Producto,Marca,Categoria,Proveedor,Canales
UKK KO,KONG PERRO CAUCHO EXTREME PORTAPASABOCAS XX-LARGE,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
USA501A IN,INABA CAT SNACK GRILLED TUNA FILLET - IN TUNA  FLAVORED BROTH - ATUN 15 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA502A IN,INABA CAT SNACK GRILLED TUNA FILLET - IN SCALLOP FLAVORED BROTH - VIEIRA 15 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA504A IN,INABA CAT SNACK GRILLED TUNA FILLET - IN CRAB FLAVORED BROTH - CANGREJO 15 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA506A IN,INABA CAT SNACK GRILLED TUNA FILLET - IN SHRIMP FLAVORED BROTH - CAMARON 15 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA508A IN,INABA CAT SNACK GRILLED TUNA FILLET - IN CALAMARI  FLAVORED BROTH - CALAMAR 15 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA601A IN,INABA CAT SNACK CHURU 4 PIEZAS -  TUNA - ATUN 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA602A IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH CHICKEN- ATUN Y POLLO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA603A IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICKEN -  POLLO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA604A IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH SCALLOP  - ATUN Y VIEIRA 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA605A IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICKEN WITH SCALLOP - POLLO Y VIEIRA 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA606A IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH SALMON - ATUN Y SALMON 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA607B IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICKEN WITH CHEESE-  POLLO Y QUESO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA608 IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICHEN WITH SHRIMP FLAVOR RECIPE 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA609A IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICKEN WITH CRAB-  POLLO Y CANGREJO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA611 IN,INABA CAT SNACK CHURU 10 PIEZAS - TUNA VARIETY 140 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA612 IN,INABA CAT SNACK CHURU 10 PIEZAS - CHICKEN VARIETY 140 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA624 IN,INABA CAT SNACK CHURU CAJA 20 PIEZAS -  VARIEDAD DE TUNA - ATUN 280 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA626 IN,INABA CAT SNACK CHURU CAJA 20 PIEZAS -BOX SEAFOOD VARIETY,INABA,SNACKS,ICONO PET,"C1,C2"
USA627 IN,INABA CAT SNACK CHURU CAJA 20 PIEZAS -  VARIEDAD DE CHICKEN - POLLO 280 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA642 IN,INABA CAT SNACK CHURU 40 PIEZAS - BOX SEAFOOD VARIETY 560 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA651 IN,INABA CAT SNACK CHURU 50 PIEZAS - TUNA - ATUN VARIETIES 700 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA652 IN,INABA CAT SNACK CHURU 50 PIEZAS - CHICKEN VARIETIES 700 GR (BOMBONERA),INABA,SNACKS,ICONO PET,"C1,C2"
USA653 IN,INABA CAT SNACK CHURU 50 PIEZAS - TUNA & CHICKEN VARIETIES 700 GR( BOMBONERA),INABA,SNACKS,ICONO PET,"C1,C2"
USA663 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH CHEESE - ATUN Y QUESO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA664 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH CLAM-  ATUN Y ALMEJA 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA665 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH CRAP-  ATUN Y CANGREJO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA666 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH SHRIMP-  ATUN Y  CAMARON 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA667 IN,INABA CAT SNACK CHURU 4 PIEZAS - CHICKEN  WITH SALMON  - POLLO Y SALMON 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA668 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH BONITO FLAKES  - HOJUELAS ATUN - 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA669 IN,INABA CAT SNACK CHURU 4 PIEZAS - TUNA WITH SEAFOOD-  ATUN Y SEAFOOD 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA671 IN,INABA CAT SNACK CHURU 4 PIEZAS - SKIN & COAT TUNA RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA672 IN,INABA CAT SNACK CHURU 4 PIEZAS - SKIN & COAT CHICKEN RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA673 IN,INABA CAT SNACK CHURU 4 PIEZAS - SKIN & COAT TUNA WITH SCALLOP RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA674 IN,INABA CAT SNACK CHURU 4 PIEZAS- SKIN & COAT CHICKEN WITH SCALLOP RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA677 IN,INABA CAT SNACK CHURU 4 PIEZAS - SALMON RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA678 IN,INABA CAT SNACK CHURU 4 PIEZAS- SALMON WITH TUNA RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA679 IN,INABA CAT SNACK CHURU 4 PIEZAS- SALMON RECIPE WITH SCALLOP FLAVOR 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA680 IN,INABA CAT SNACK CHURU 4 PIEZAS - SALMON WITH CHICKEN RECIPE 56 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA681 IN,INABA CAT SNACK CHURU 60 PIEZAS - BOX TUNA VARIETY 840 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA711A IN,INABA CAT SNACK CHURU POPS 4 PIEZAS - TUNA - ATUN 60 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA712A IN,INABA CAT SNACK CHURU POPS 4 PIEZAS - CHICKEN - POLLO 60 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA713 IN,INABA CAT SNACK CHURU POPS 4 PIEZAS - TUNA WITH CHICKEN - ATUN Y POLLO 60 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA721B IN,INABA CAT SNACK CHURU BITES POLLO WRAPS 3 PIEZAS - ATUN  30 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA722B IN,INABA CAT SNACK CHURU BITES POLLO WRAPS 3 PIEZAS - ATUN  CON VIEIRA 30 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA723B IN,INABA CAT SNACK CHURU BITES POLLO WRAPS 3 PIEZAS - ATUN  CON SALMON 30 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA724B IN,INABA CAT SNACK CHURU BITES POLLO WRAPS 3 PIEZAS - POLLO 30 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA731 IN,INABA CAT SNACK CHURU - ROLLS 4P CHICKEN RECIPE WRAPS TUNA RECIPE 40 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA732 IN,INABA CAT SNACK CHURU - ROLLS 4P  CHICKEN RECIPE WRAPS TUNA WITH SCALLOP RECIPE 40 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA733 IN,INABA CAT SNACK CHURU - ROLLS 4P CHICKEN RECIPE WRAPS CHICKEN RECIPE 40 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USA801 IN,INABA CAT - TWIN PACKS TUNA & CHICKEN RECIPE IN TUNA BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA802 IN,INABA CAT - TWIN PACKS CHICKEN RECIPE IN CHICKEN BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA803 IN,INABA CAT - TWIN PACKS TUNA & CHICKEN WITH SCALLOP RECIPE IN SCALLOP BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA825 IN,INABA CAT - BROTH CHICKEN RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA826 IN,INABA CAT - BROTH CHICKEN & TUNA RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA827 IN,INABA CAT - BROTH CHICKEN WITH SCALLOP RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA828 IN,INABA CAT - BROTH CHICKEN WITH SALMON RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA831 IN,INABA CAT - TWINS TUNA & CHICKEN RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA832 IN,INABA CAT - TWINS CHICKEN RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA833 IN,INABA CAT - TWINS TUNA & CHICKEN WITH SCALLOP RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA834 IN,INABA CAT - TWINS TUNA & CHICKEN WITH SALMON RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA841 IN,INABA CAT - STEW CHICKEN & TUNA RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA842 IN,INABA CAT - STEW CHICKEN RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA843 IN,INABA CAT - STEW CHICKEN WITH SALMON 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA844 IN,INABA CAT - STEW CHICKEN WITH SCALLOP RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA851 IN,INABA CAT - BISQUE TUNA RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA852 IN,INABA CAT - BISQUE TUNA WITH SALMON RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA853 IN,INABA CAT - BISQUE CHICKEN RECIPE  40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USA854 IN,INABA CAT - BISQUE CHICKEN WITH BEEF RECIPE 40 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD601 IN,INABA DOG SNACK CHURU 8 PIEZAS - CHICKEN - POLLO 160 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD602 IN,INABA DOG SNACK CHURU 8 PIEZAS - CHICKEN WITH TUNA - POLLO Y ATUN 160 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD603 IN,INABA DOG SNACK CHURU 8 PIEZAS - CHICKEN WITH SALMON - POLLO  Y SALMON 160 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD604 IN,INABA DOG SNACK CHURU 8 PIEZAS - CHICKEN WITH CHEESE- POLLO  Y QUESO 160 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD605 IN,INABA DOG SNACK CHURU 8 PIEZAS - CHICKEN WITH VEGETABLES  160 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD611 IN,INABA DOG SNACK CHURU 4 PIEZAS - CHICKEN - POLLO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD612 IN,INABA DOG SNACK CHURU 4 PIEZAS - CHICKEN WITH TUNA - POLLO Y ATUN 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD613 IN,INABA DOG SNACK CHURU 4 PIEZAS - CHICKEN WITH SALMON - POLLO  Y SALMON 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD614 IN,INABA DOG SNACK CHURU 4 PIEZAS - CHICKEN WITH CHEESE- POLLO  Y QUESO 56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD615 IN,INABA DOG SNACK CHURU 4 PIEZAS - CHICKEN WITH VEGETABLES  56 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD621 IN,INABA DOG SNACK MEGA CHURU 3 PIEZAS - POLLO Y QUESO 144 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD622 IN,INABA DOG SNACK MEGA CHURU 3 PIEZAS - POLLO Y CALABAZA 144 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD623 IN,INABA DOG SNACK MEGA CHURU 3 PIEZAS - ATUN 144 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD721 IN,INABA DOG SNACK CHURU BITES POLLO WRAPS 8 PIEZAS - POLLO 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD722 IN,INABA DOG SNACK CHURU BITES POLLO WRAPS 8 PIEZAS - POLLO CON ATUN 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD723 IN,INABA DOG SNACK CHURU BITES POLLO WRAPS 8 PIEZAS - POLLO CON SALMON 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD724 IN,INABA DOG SNACK CHURU BITES POLLO WRAPS 8 PIEZAS - POLLO CON QUESO 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD731 IN,INABA DOG SNACK CHURU - ROLLS 8P  CHICKEN 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD732 IN,INABA DOG SNACK CHURU - ROLLS 8P  CHICKEN WITH SALMON 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD733 IN,INABA DOG SNACK CHURU - ROLLS 8P  CHICKEN WITH CHEESE 96 GR,INABA,SNACKS,ICONO PET,"C1,C2"
USD801 IN,INABA DOG - TWIN PACKS CHICKEN WITH VEGETABLES RECIPE IN CHICKEN BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD802 IN,INABA DOG - TWIN PACKS CHICKEN WITH VEGETABLES & BEEF RECIPE IN CHICKEN BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD803 IN,INABA DOG - TWIN PACKS CHICKEN WITH VEGETABLES & CHEESE RECIPE IN CHICKEN BROTH 80 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD831 IN,INABA DOG - TWINS CHICKEN WITH VEGETABLES RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD832 IN,INABA DOG - TWINS CHICKEN WITH VEGETABLES & BEEF RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD833 IN,INABA DOG - TWINS CHICKEN WITH VEGETABLES & CHEESE RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD834 IN,INABA DOG - TWINS CHICKEN WITH VEGETABLES & TUNA RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
USD835 IN,INABA DOG - TWINS CHICKEN WITH VEGETABLES & SALMON RECIPE 70 gr,INABA,SNACKS,ICONO PET,"C1,C2"
UVC-111 IN,INABA CAT SNACK CHURU VET NOURISH 50P - TUNA & CHICKEN (BOMBONERA),INABA,SNACKS,ICONO PET,"C1,C2"
UVC-211 IN,INABA CAT SNACK CHURU VET DIET 50P - TUNA & CHICKEN (BOMBONERA),INABA,SNACKS,ICONO PET,"C1,C2"
UXL KO,KONG PERRO CAUCHO EXTREME PORTAPASABOCAS EXTRA LARGE,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
W403,SAFARI GATO CEPILLO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W404,SAFARI PERRO CEPILLO MEDIUM,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W405,SAFARI GATO CEPILLO COMPLETO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W406,SAFARI PERRO CEPILLO LARGE,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W417,SAFARI PERRO CEPILLO RETRACIL,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W421,SAFARI PERRO CEPILLO CAUCHO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W422,SAFARI PERRO CEPILLO CON PINES EN CAUCHO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W423,SAFARI PERRO CEPILLO COMPLETO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W431,SAFARI GATO CEPILLO MASAJEADOR,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W556,SAFARI PERRO PEINILLA MEDIUM,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W610,SAFARI GATO CORTAUÑAS,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6107,SAFARI PERRO CORTAUNAS PROFESIONAL,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6113,SAFARI PERRO CORTAUÑAS DELUXE SMALL-MEDIUM,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6151,SAFARI PERRO CEPILLO DOBLE MEDIUM,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6160,SAFARI GATO CEPILLO SUAVE,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6193,SAFARI PERRO RAKE PINES GIRATORIO,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
W6202,LIL PALS PERRO GROOMING CEPILLO,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6204,LIL PALS GATO GROOMING CEPILLO,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6210,LIL PALS PERRO GROOMING CORTAUÑAS,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6211,LIL PALS GATO GROOMING CORTAUÑAS,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6219,LIL PALS PERRO GROOMING CEPILLO PERRO RETRACTIL,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6241,LIL PALS PERRO GROOMING CEPILLO DOBLE,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W6245,LIL PALS GATO GROOMING CEPILLO SUAVE,LIL PALS,GROOMING,ICONO PET,"C1,C2,C4"
W8711,SAFARI REMOVEDOR DE PELOS 60 HOJAS,SAFARI,GROOMING,ICONO PET,"C1,C2,C4"
WF3 KO,KONG PERRO  WUBBA FRIENDS SURTIDO SM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
WP3 KO,KONG PERRO WUBBA PUPPY SURTIDO SM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
XB1 KO,KONG DOG SNACK MANTEQUILLA DE MANI 5OZ,KONG,SNACKS,ICONO PET,"C1,C2"
ZY2 KO,KONG PERRO PELUCHE COZIE COCODRILLO MEDIUM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
ZY21 KO,KONG PERRO PELUCHE COZIE BALLY PERRO MEDIUM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
ZY25 KO,KONG PERRO PELUCHE COZIE MICO MEDIUM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
ZY26 KO,KONG PERRO PELUCHE COZIE RENO MEDIUM,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
ZY36 KO,KONG PERRO PELUCHE COZIE ALCE SMALL,KONG,JUGUETES PERRO,ICONO PET,"C1,C4"
